bug_id,desc,severity
227355,thunderbird crashes when trying to read an email with attached web page,critical
227383,dns problems;,minor
227509,View page source shows russian symbols in the page as Unicode codes,major
22752,Text input forms acting odd,minor
227557,test lucas,critical
227737,Add Bookmark window does not close automatically with mouse-click in OK box or Return,minor
227846,"DELETE only removes subject line, doesn't delete message.",major
227878,"Mozilla can't handle large Javascript Array,  Looks like a memory over run",major
227895,Folders should be listed first in FTP,minor
227962,accesskey on checkbox element don't work if it has the focus,minor
228233,"Mozilla freezes first, and then crashes on this site.",critical
228288,DOM Corrupted when using XML Data Island with embedded element named 'form',major
228346,"line-break between checkbox and bug link on ""Change Several Bugs at Once"" page",minor
228381,Cookie handiling user interface broken,major
22840,"""Open Web Location"" dialog functions strangely when activated by keypress combination",minor
228436,After opening many tabs (around ten) Firebird has difficulty refreshing and displaying the proper content.,minor
228484,clicking mailto: link crashes Thunderbird on Mac OS X,critical
228751,Crash when opening a file in a directory where there is a file with accent in it,critical
229337,firebird crashes when I click on the privacy button in preference window,major
229387,Only first page prints correct,major
229542,changes to cookies options do not hold,major
229716,Firebird crash when i try to open this page,critical
229837,Browser crashes after two or three seconds while loading an iframe,critical
229997,Bookmark menu doesn't close after middle-mouse clicking,minor
230039,scrolling web page results in missed-out pixel-lines,major
23020,src property of javascript image object not setting properly,critical
230346,full keyboard access doesn't work correctly on java dialog boxes,minor
230773,Unable to view messages as THREADED when a message 'view' is selected,minor
231104,Checkin for Bug 195350 causes AIX build to segfault on startup,critical
231267,Charset converters should always notify callers of encoding errors,major
231443,thunderbird 0.4 doesn't work with some smtp servers and my personal mail server on localhost,major
231448,"Text not focusable by click in ""Open it with"" window",minor
231472,browser (and windows) hangs if a dialup connection drops while loading a page,critical
2318,"""Table button"" crash",critical
232178,bookmark toolbar folder stuck in expanded state but not visible,minor
232324,Concerning postscript generation bugs in Mozilla,major
232421,radiogrp is not detected as array in JavaScript,major
232784,"Attempting to download a file to a write protected file results in a crash (nsExternalAppHandler::SaveToDisk(nsIFile*, int)",major
232890,"Leaving thunderbird running in background, after a while eats all idle processor time.",major
232897,collectstats.pl tries to delete from shadow database,critical
232923,Microsoft Word documents incorrectly encoded,major
232989,Crash - nsAttrAndChildArray::Clear() line 527,major
233022,'onClose' popups circumvent the popupblocker when frames are used,major
233100,"malformed URL syntax bug, same as IE 6.0?",critical
233154,"Parsing error when using XML 1.1 (version=""1.1"")",minor
233179,Java not working while installed and enabled,major
2332,libjar code to inflate doesn't handle all status codes zlib can return.,critical
233281,"Junk Mail Controls dialog bug when deselecting ""Move incoming messages""",minor
233302,crash when adding too many options to select element via JavaScript,critical
233325,gopher page continues and updates wrong tab if original tab is closed during load,minor
233358,browser fails to scroll with temprementally,major
233581,Java plugin error if using user agent switcher extension (switched on Internet Explorer 6 WinXP) while starting Firefox 0.8 ,minor
233680,attachment not imported from Outlook 2003,critical
233685,Vertical Scroll Bar Missing!!,major
233712,No drag-and-drop for dock icon.,minor
233724,"firefox for solaris (using Sun's build) crashes when selecting ""Options""",critical
233744,Mantis bugtracker web pages don't display.,major
2338,Text is jumbled with image,minor
233868,Page display interrupts on slow DNS of image completely,major
233884,"No scrollbar, at all, on any page, period.",major
234107,javascript document.write inside a style sheet causes browser to crash,critical
234251,File->New does not open new window with browser window minimized and Download Manager active,critical
234306,Segfault when displaying http://extensionroom.mozdev.org/more-info/jsstatus in a new tab and viewing,critical
234310,Truncated text on webpage. I only see first line of text. Same with other pages on same site,major
234334,resolving and load data from host xyz infinity times and several minutes each time,critical
234729,Java Applet causes text input direction random behavior in all Mozilla inputs,minor
234734,"can't select autocomplete result with mouse, only keyboard",minor
234767,opening EML w/attachment by browser don´t show a link to open an attachment,minor
234769,dial up networking does not work with browser,critical
234907,Don't start Mozilla Firefox (Static build),critical
234952,comment end are not recognized when - (minus) signs are in a comment,critical
235053,Flash objects don't work if type attribute is specified,major
235062,onClick event not being handled before form submit,major
235111,Mozilla hangs when Tab is pressed,critical
235122,Multi Accounts: filters t move messages sometimes fails,major
235228,no close tab option,major
235490,SMTP authentication broken in latest Linux nightly (but worked in 0.5),critical
235576,Opening this website will crash,critical
235900,"""Save Page As..."" crashes browser when the page was a local file",critical
236322,"""Find Specific bug"" form don't search words in summaries field",major
236324,malfunction of javascript confirm function in firefox,major
236713,Onclick javascript sizePopup() function crashes Firefox 0.8,major
236986,"after i log in, and click on some links, it logs me out",critical
237228,"pref ""layout.word_select.eat_space_to_next_word"" can't be set by user in the profile's prefs.js",minor
23726,Window content query returns wrong location,major
237355,A Help window cannot be minimized.,minor
237499,Mozilla crashes with a Segmentation Fault when moving the mouse over a link on this page.,critical
237610,"No way to leave a ""enter master password"" dialog box without entering correct password",major
237736,Trunk crashes on exit [@ PL_DHashTableRawRemove],minor
237796,Example bug needs to be a param.,minor
237812,Window status set by one page appears on other tabs,minor
237847,"after installing extensions, program locks at  ""Tools > Options""",major
237983,"browser crash when i move the mouse over the link ""este link""",critical
237992,Floating elements with text align center and overflow hidden are broken,major
238573,the import bookmarks does not work on firefox 0.8.0+,major
238592,offsetWidth of span elements incorrectly returns zero only when certain elements are embedded in them.,major
238604,UI Advanced ... button in web features implies Java and JavaScript options,minor
238657,Native function calls js_NewString calls js_GC at a bad time,critical
238675,"templatization went amuck in ""reassign_to_empty"" error",minor
238737,Refresh/Repaint problem when moving a smaller window over Firefox window.,minor
238838,"Attempted CTRL+A (Select All) on this specific XML page causes a ""not responding"" message.",minor
238894,Switching folder causes Thunderbird to crash,critical
238911,Clicking new mail notification for Yahoo Messenger launches abnormal browser tabs.,minor
239166,Powerpoint presentation saved as HTML,minor
239328,"Attachment : ""Open with"" doesn't work",major
239330,vsz and rss memory bloat when accessing that page (page size == 1Mb,major
239415,Firefox crashes with segmentation fault when loading a webpage,critical
239534,Image+text links' text should be used as default bookmark name when using Context > Bookmark This Link,minor
239580,"default button in script-permission dialog should be ""No""",minor
239581,Message security status changes on a 2nd view of a signed mail.,major
239674,rewrites INBOX if I click GetMail a second time,critical
2397,[PP] http://www.sony.com/: background does not render,major
239814,Digest Authentication challange required for every object that loads per page every page,major
239961,ImageLib should not need to sniff content types,minor
24008,[DOGFOOD] Crash loading any web pages on particular configurations,critical
240251,AppendComment from globals.pl should receive the userid as a 2rd param,minor
240646,history and url bar get confused after a while of use,major
240728,firefox0.8 SVG enabled build shows empty SVG images,major
240810,Firebird's old Download Manager displays in Firefox and it is impossible to close it. ,minor
240823,Installer does not promt to import data,major
240984,"Very long time until this url opens, opnes immediately with IE",critical
241013,nsNSSComponent::VerifySignature leaks on errors,major
24124,[Crash] Focused widgets cause crash when going to another page,critical
241324,Crash with theregister.co.uk CSS @ nsRuleNode::CalcLength & nsHTMLReflowState::CalcLineHeight,critical
241326,While clicking and holding on the close button rendering stops both in the chrome and canvas,minor
241389,Address book is empty,major
241646,"Shift+Mousewheel (scrollwheel) behavior backwards, unintuitive not correctable with configuration",minor
241855,"Once the import wizard is opened, it cannot be closed/canceled",major
242119,Back Forward Buttons are not active at any moment when using the Web Browser,major
242344,Spelling checker reports no errors,major
242346,"""Customize Character Encoding"" dialog doesn't remember its size and position and is opened to small when using larger fonts",minor
242354,"Firefox loads, and then gives me an error that stops the program from working at all.",critical
24244,Upper part of long documents incorrectly drawn.,critical
24261,Sample printing bug,major
242683,Confusion about the printing system being used,major
242976,"Script failure - no longer able to login, plus possible security issues with latest builds",major
243030,"CSS (1.0-2.1) ""text-align:center"" not supported.",major
243125,Keywords go to localhost.be even if localhost server is running,minor
243332,CTRL-Enter does not add www. and .com if URL starts with www,minor
243365,"Up arrow displays in bookmarks list, even if it's at the top of the list",minor
243550,Firefox will not start,critical
243669,Crash [@ nsTreeBoxObject::GetTreeBody] scrolling print preview of chrome://messenger/content/messenger.xul,critical
243699,A malicious web site could execute arbitrary code using a disk:// URL and a help:// URL,major
24406,Password field prints blank,major
244168,"Printouts from Mozilla uses ""stick"" font",major
244214,Loading your Inbox in GMail randomly crashes browser,critical
244396,Pop-up windows on ESPN open up twice,minor
244465,"xperts ""add topic"" form hangs",critical
244504,Certain Arabic Character sequence causes X11Crash / Browser Hang,critical
24455,Patching: Crash when attempting to patch,critical
244665,print/print preview crashes on page with long nested tables,critical
245147,Firebird refuses to parse multiple stylesheets if title attribs differ,major
245158,Search.pm fails if multiple LEFT JOINs are on the same table in the same chart,major
245265,"search box, it works but a few seconds later auto clears!",major
245405,"In Gecko Browsers, in times of high network congestion or slow connectivity, page Columns are not rendered according to their specified widths",major
245539,mailto: link opens  Outlook Express not my email client,minor
245570,crash when setting a cookie on topgratuit.com,critical
245880,Missing icons due to broken links in Winstripe,minor
245925,"Mozilla crashes when japanese or other ""weird"" characters are found on webpage",critical
246068,Install of Firefox 0.9rc overwrites existing bookmarks,critical
246138,"rendering problems on gamespot.com, flashing while moving mouse over image",major
246211,crash when I select   This frame - Refresh  in a right-click menu,critical
246361,Mozilla on Linux kernel 2.6.3 takes 40 seconds to resolve URLs,major
246511,application cycles: opens and restarts immediately ,critical
246830,crash if i hide firefox and it displays a popup dialogue (sheet).,critical
247374,"The ""IMAP Server Directory"" setting for a given mail account will revert to a different account's setting",minor
247380,"Add bookmark dialog resize stretches open space, not item list.",minor
247433,"mozilla/mail/Makefile - ""config"" dir doesn't get built on Solaris",major
247465,"form posting to forum passes data, but fails to reload page. Leaves infinite Waiting... message",major
247484,crash when oppenning,critical
247488,"""Clear All"" button should be disabled if all ""Clear"" buttons are disabled",minor
247519,Firefox 0.9 crashes immediately upon execution,critical
247530,Bookmark properties option doesn't work from menu bar,minor
247545,Scrolling with mouse scroll wheel,major
2476,Assertion during page load,critical
247910,tries to download main.asp,major
248003,Could not be set as the default mail application,major
248215,FF09 crash importing IE settings [@ kernel32.dll - nsIEProfileMigrator::CopyFormData],critical
248225,"when I click on a search button Mozilla and Firefox dont do anything; when I commit a filled form, Moz and Firef dont do anything",major
248431,Mozilla tells me to install Japanesse fonts on english websites.,major
248680,pdf displayed inline in browser doesn't print,minor
24885,Crash when typing Backspace in URL bar,critical
249037,can not multiselect groups or articles to set them all watch/ignore,major
249055,"0.9.0 loaded once, downloaded extensions, will not load",critical
249207,Making FFox 0.9+ default browser does not properly set DDE for file types,major
249446,"0.9.1 install imported old IE bookmarks, but not bookmarks from Firefox 0.8.",major
249662,duplicate copies of the same e-mail notification sent,minor
249703,"Get ""Access Denied"" instead of requested website",critical
249728,weblog comments appear in special minimilist window - problems occur if you close this window last,critical
250047,Import of Netscape 4.x mail into Thunderbird fails,major
250065,Uninstaller forces all windows to close,critical
250219,Clicking a link brings up a program selection dialog.,minor
250225,Browser fails to display images in email,major
250285,autocomplete turn off,major
250355,Strange repeated dropdown arrow on menu buttons due to Winstripe arrow resizing,minor
250725,Drag-and-dropped link skips CheckLoadURI,minor
250860,SitePoint.com allows popups even if blocked in preferences,minor
251012,Crash when I visit this page,critical
251171,"Offline Support found installed, although I choose to neglect it",major
251276,Problems with web-based e-mail provider,major
251301,Automatic Proxy Configuration does not work,major
251384,text cursor disappears when pausing during typing of message after approximately 100 characters of input,minor
251410,Cannot reassign bugs,major
251614,Squares appear in focus rings of submit button.,major
251943,Browser crashes while printing or print previewing this page.,critical
25199,Opening an imagemap link in a new window doesn't send coordinates,major
252331,FF092 crash viewing flash [@ nsGenericHTMLElement::RecreateFrames],critical
252427,"online bill pay, I fill in amounts from payee list and click on ""make payments"" and nothing happens, it doesn't proceed to the next page so I have to resort back to Internet Explorer to pay my bills.",critical
252472,DLL entrypoints for converting UTF16 to UTF8 often not found when loading web pages.,major
252770,Resizing XUL columns broken,major
252783,text input doesn't consider letter-spacing for sizing,minor
253128,Hang when backing out of a pdf document,critical
253253,If I open my firefox browser it will give message pop-up Alert kind find www.bfwmcjeqytsbeqkkbtuukqzb.com,major
25335,Remember password prompt is not modal,minor
253583,Warning: assignment to undeclared variable assigned_to,minor
253686,"adress bar ""pumps"" when clicking the home button if ""about:blank"" is default URL",minor
25393,Bugzilla query page error.,critical
254136,div overlap if clear:both not defined,minor
254201,"open 2 browser when you clic on a link in windows application(excel,msn...), doesnt happen with normal browsing",major
254243,The javascript-based game isn't getting rendered properly,major
254270,"winsock error ""no buffer space available"" not handled",minor
254309,linux tarball has world writeable permissions,major
254311,Prints only a bit of the text,major
254531,crash on zena-in.cz [@ necko.dll + 0x57b56 ][@ 0x08a9b0f8 - jsds_GCCallbackProc() ],critical
255022,Pageload regressed due to fix for bug 27382,critical
255157,onclick autocomplete dropdown interferes with text selection,minor
255163,Crashes going to the web site,critical
25537,ALT tag behaviour,minor
255402,toolbar buttons remain depressed after dragging offf,minor
255435,"installation fails for ""limited account"" and breaks existing install",major
255501,Firefox crashes when opening about:plugins with Java plugin enabled,critical
255529,"Every context menu in bookmarks, bookmark manager, bookmark toolbar should have ""New Life bookmark...""",minor
255817,Browser crach when i change WinXP Themes,minor
255910,Plugin sniffer fails to find nppl3260.xpt file for RealPlayer,major
256171,"Problems opening/switching popup windows in Mozilla and Firefox on MAC--Camino works fine, Safari Fine",minor
256242,Crash/recursion in nsCSSFrameConstructor::ProcessPendingRestyles,critical
256298,pluginhostctrl.dll NPN_PostURL implementation fails to POST data,major
256325,Searching for message body in newsgroup brings up unwanted popup,major
256348,possible security problem with text/html pages that redirect to outside pages,major
256811,can't scroll,major
257111,t/006spellcheck.t should check each file only once,minor
257194,Table on home page does not line up properly ,major
257319,crash when opening the url,critical
257585,DOM Inspector: about:blank should not be shown in the address bar,minor
257674,Ignored word gets reselected on replace of a following word,major
257831,"pango UTF8 warnings during custom install on Linux, Red Hat 8.0",minor
257911,Hash sign (#) not translated when searching - treated as anchor,minor
257934,Generated content doesn't work with images.,major
258153,"Print (postscript not xprint) results in: ""There was a problem printing. No printer could be found""",major
25827,click on link send browser into infinite loop (?),critical
258271,"When upgrading newer build, launching with option '-p ""profile name""' opens wrong page if profile name contains whitespace",minor
258684,Change Linux shortcuts listed in Help to be correct,major
258721,css anchor class definitions are not applied to anchors within unsigned list elements,minor
258800,[AltSS] Switching stylesheets in print preview crashes browser,critical
259126,"Cookies -> Exceptions, can allow blank item",minor
259208,Cookie preference to ask before setting a cookie is confusing in 0.10 (1.0PR),major
259357,"after choosing not to install any icons in the installer, mozilla makes an empty folder in your start menu anyway",minor
25947,clicking on text control form element too slow,major
259517,"Printing: 1st page ok, other pages wrong backround",major
259613,Opening Home Tabs when multiple tabs already open adds more tabs,minor
259632,Creating new folder/directory in installer doesn't show it,minor
259667,Couldn't get email from 1 of my POP3 email accounts.  I have 2 POP3 and 1 IMAP account configured.,major
259669,Table Layout shows empty cells that should not be,major
259789,Installer deletet contents of /usr/X11R6/bin,critical
260256,Error rendering pages containing tables,minor
260316,Unable to add new toolbar items.,minor
260404,Cannot Run Filters On Local Folders,major
260443,"When toggling between ""Global Inbox"" and ""Inbox for this Account"", mail for that account should be moved",major
260451,"Browser process hangs when Bookmarks menu button clicked, or when trying to open bookmarks sidebar",critical
260608,<TD> href somehows doesn't work ON THIS PAGE,minor
260692,encoding is change incorrectly when email with other encodings is 'replied' to,major
260922,Crashes when extending html:textarea,critical
26093,Whitespace is not being carried in cut and paste operations,minor
260986,"Error on build ""multiple definition of nsTypeAheadFind::""",major
261141,Signature doesn't work when sig file ends with extention of .sig,minor
2612,HTML 4 buttons have not implemented enabled/disabled,critical
261295,importing mail from outlook requires outlook to be default email client,minor
261314,Dynamic download of tamil fonts not showing correctly even after I download and install fonts in Windows,major
261415,Print version of a web page doesn't support page-break-after and page-break-before css style,minor
261745,There is no SMTP server settings to configure multiple accounts,major
261820,Copy/paste of web content not compatible with IE,major
261984,"Not ""updating"" Favicon, after a Website has changed the Favicon",minor
262090,Should add locale as default language on first start,minor
262158,Only a part of the flash application is visible.,major
262212,libgklayout.so: undefined symbol: _Z32InvalidateContextAndWrapperCachev,critical
262266,Software error: Can't use an undefined value as an ARRAY reference at process_bug.cgi line 884,critical
262324,Firefox always attempts DNS lookups on URLs when using PAC proxy configuration,major
262472,Fix DOM HTMLSelectElement add() method,minor
262550,cursor key does not move cursor after deleting typed text before quoted text,minor
262568,"If FF open when previewing page from Dreamweaver, FF crashes: if FF not open, preview works fine",critical
262648,"Printing message with attached PNG image eats 100% CPU, makes Mozilla inoperable, and does not print anything",major
262864,tabular reports don't show columns with empty header,minor
26296,context menu over dropdown list makes the list persist,major
262976,pressing the up arrow in a text box won't move the cursor at the beginning,minor
263012,Empty textarea tag <textarea/> not supported,minor
263023,Import silently skips missing or corrupt Outlook Express mail archives (.dbx files),minor
263059,Serious security flaw in Firefox 1.0,major
263243,opening my site with firefox the site doesn't install fully - opening with IE6 installs ok,critical
263383,Going to the selected URL crashes Firefox,critical
263428,Reproducable Crash when entering security information in authentication window as requeted by server,critical
263637,"Clicking vertical scrollbar caused mouse to freeze. On reboot, irrepairable system crash",critical
263716,Bookmarks DO NOT SAVE when browser is exited,major
263804,Slow connection speed using satellite signal,major
264009,Focus remains in the menu after middleclick,minor
264111,FF10PR1 crash [@ nsImageFrame::OnStopDecode],critical
264161,Failed to build thunderbird on solaris sparc platform,critical
264260,crash using invalid image location (cid:image001.jpg@01C4A618.E379E920),critical
264275,"No loc bar autocomplete, and clicking on Personal Toolbar item links to the partially typed URL",major
264404,Web page accesskeys should not override browser bindings.,major
264445,talkback agent never manages to upload any reports,major
264459,discover.com causes firefox to hang and eat up cpu,critical
264483,If i open chrome://browser/content/browser.xul in a new tab and try to close the tab the browser crashes.,critical
264557,Javascript pop-up windows trigger crash in Firefox 1.0PR (0.10.1),critical
264605,crash when dragging a virtual folder into another local folder,major
264800,IMAP Inbox being rebuilt way too often,major
264862,Tooltips truncated and newline chars not working with them.,major
265062,Thunderbird crashes if the email contains a mailbox:// URL,critical
265074,Crash due to problems handling folder names with '/' (forward slash) in them,critical
265101,CDATA Tags partially removed from XML document,major
265102,article that shows how to crash mozilla/firefox,major
265221,"when I get *.swf file on page to up layer and set transparent properties ""wmode=transparent"" I didn't see the image or navigation under the *.swf file,and navigation doesn't work.",major
265601,"Hay my site [www.sinevil.com]crashes with fire fox and i dont know why, try it out with avant browser and IE it works fine but not fire fox ",critical
265711,control + number key switches tab instead of activating accesskey,major
265839,External application not launched for ed2k:// links,major
265946,some defenition of the form components makes firefox to crush on loading,critical
266492,"The ""About Mozilla Firefox"" option in the Help menu gives an XML error (Dutch version)",minor
266627,firefox freezes 3-10 seconds every time i open a link in a new tab with middle click or strg-click,critical
266680,Select Components in installer is broken,major
266879,Clicking Folder makes thunderbird core dump,critical
266999,cpu utilization goes up 90-100%,major
267017,Greek l10n  Firefox translation update,minor
267213,Saved searches aren't update when corrensponding folder is moved,major
267218,"Back button skips this site after clicking on ""See traffic conditions and check drive times."" link.",minor
267263,Browser does not test to see that server sending proxy auth request is the proxy server.,critical
267301,Firefox will not open page  IE will,major
267383,"checksetup.pl fails with ""table user_series_map doesn't exist""",major
267433,freeze generating print preview,major
267519,"""Can't open file: 'fielddefs.MYD' ""  while running checksetup.pl",critical
267718,"Messages disappearing from inbox folder, but that can be found performing a search",critical
267736,"Open attachment does not open, but saves the attachment",major
267920,"Location bar gets blank-gray if you click drop-down button , switch app, and reswitch to Firefox window",minor
267937,setup freezes when there is no avail space (after right msg),minor
268112,No URL in address bar if I open a URL in new window,minor
268119,Freeze/crash with :first-letter inside absolute positioned div,critical
268249,Security alert when trying to log in at amazon.co.uk,major
268368,applet appears on wrong tab when using tabbed browsing in firefox,major
268468,XUL Parse error in about:config,major
268475,[@ JS_GetScriptedCaller],critical
268575,"Crash when closing tab on this site (a lot of nested fonts, ordered list, animated gif)",critical
268637,Thunderbird unable to get mail on first try (consistently),major
268670,ctrl+enter in location bar doesn't open url in new tab,major
268683,Extremely slow scrolling and general poor performance,major
268701,The About Mozilla Forefox menuitem behaves unexpectantly when the main window is minimized to the dock,minor
268833,Date.getYear() returns wrong value.,major
26892,javascript rollovers don't work,minor
269241,Cannot drag images to FF icon in dock,minor
269396,Print preview lockup with 100%CPU usage when using page-break-after CSS,critical
269461,It is impossible to start Firefox after upgrading from 0.10 to 1.0,critical
269470,Browser cache is stored in the roaming part of the user profile,major
269562,Second linked stylesheet does not render styles when link contains title attribute,major
269637,"Form elements not rendered properly, unusable under Linux (both GTK1 and GTK2)",major
269651,opened up mozilla and had error problem with a list of users? (default) and could not start unless created new user,critical
269679,Adobe Acrobat plugin blocks the browser main thread,minor
269738,ISP will not load certain items ,minor
269754,<Body onload> fails to execute with HTTPS,major
269950,LiveBookmark menu too narrow for long headers,minor
270002,I am loosing customers - Does not load the page despite other browsers does within seconds,major
270226,Infinite Bookmark tabs,minor
270339,Renaming a bookmark to a local file causes infinite loop,minor
270356,Status bar text can be used for spoofing,major
270456,Print preview generates a general protection fault.,critical
270462,HTML icons set to the generic application icon,major
270555,Hovered tab-bar close button not shown correctly when site navigation bar is shown,minor
270561,[@ 0x61000010 - nsImageFrame::FrameChanged],critical
270588,Firefox crashes just after entering a webpage like www.linuxtoday.org. ,critical
270598,Message asking for a return receipt not marked as read,minor
270726,Attempting to rename folder causes erratic behavior,major
271008,the bottom toolbar is 'fatter' than it nomrally is.,minor
271023,process_bug.cgi needs some cleanup,minor
271103,inactive tab redirects,critical
271141,Focus is not leaving a combobox until you click another combobox twice.,minor
271252,Firefox renders BASE HREF comment when comment is broken,minor
271461,[@ PresShell::GetViewToScroll],critical
271691,will only search google.co.jp (japanese google),major
27185,interface problems,major
271877,GUI 'Moving Folder' does not complete,major
272054,Latest Headlines no longer has any sites,major
272157,Firefox close down..,critical
272170,an internet explorer import crashes all of firefox after initial installation import,minor
272240,"""Apply filter to this folder"" goes wrong if filter moves mail to current folder",minor
272261,Address book selects wrong recipient,major
272467,crash when I attempt to open a page at  http://danzcontrib.free.fr,critical
272478,Unable to select a different PKCS #11 module,major
272499,Thunderbird is closing connection to the news server and is not restoring it itself when wanting to get some data from there,major
272624,Build bustage on trunk of Firefox for OS/2,critical
272722,"""unspecified error"" installation failed",minor
272728,XML attachments freeze Thunderbird,critical
272756,"My linux box froze, when visit http://www.sonystyle.com.cn",critical
272942,"If you saved any page to floppy disk, you must to insert a floppy into drive next time you saving pages",minor
272962,Message Filters UI needs to be redesigned,major
273314,The more button gives a useless page.,major
273497,messages with the same subject are groupped in one thread,major
273498,"[SA13258] ""Save Link As"" Download Dialog Spoofing Vulnerability",major
273541,mail doesn't get sent with no error displayed,critical
273546,Browser not resizing correctly when screen resolution changes,minor
273573,Remote execution of downloaded file,major
27359,[dogfood] Focus woes with xul popup menus,critical
27368,Frame content is not displayed,major
273729,Profile removal caused data loss by deleting files in use and not created by program.,critical
273735,Location bar incorrect after clicking Back when another window was opened,minor
273887,Lists of Exceptions are Blank,major
273969,worm/netsky.x virus infects the inbox directly when receiving the infected file ,critical
273975,Character encoding not recognized though the meta-tag (from MS Word for Macintosh) is present in header,minor
274207,Scrollwheel won't scroll sub-windows,minor
274322,"bug with MARQUEE alternate, shows nothing",major
274360,Get All New Messages function does not consistently check all e-mail accounts,major
274474,Firefox will not open with SP2 installed,major
274513,links toolbar hides after playing counterstrike online using STEAM,minor
274546,quota_data does not parse QUOTAROOT reponse per RFC,major
274622,"mail comes from 1969 when ""Date:"" header is absent",major
274664,ASP dot Net datalist controls,major
274706,Search doesn't work in Textfield,minor
274753,View (Filter) only searches first line of a multi-line header,major
274757,maxlength in textboxes doesn't works correctly,major
274869,Crash with homepage everytime,critical
27488,[PP]Install log isn't created until after quit/relaunch of Mozilla,critical
274948,CTRL + C on one or more selected Items in the History sidebar crashes Firefox,critical
274970,"When certificate expired, Thunderbird still describe this certificate as valid not as expired",minor
275177,Stored invalid passwords cannot be changed!,critical
275279,The url is the result of a log in sucessful login attempt from ( http://mail.yahoo.com/?.intl=us ),major
275496,Very popular Turkish site reloads for some reason after showing page and halts there,major
275543,Javascript RegExp: escaped closing square bracket in character class not recognised,minor
27601,Mozilla Fails to Launch Properly,critical
276082,Security and Passwords,major
276108,Mozilla browsers don't load applet (Safari does),major
276466,default alignment is now center instead of left,major
276517,Firefox vulnerable to download spoofing,critical
27657,Ureg page displays only a text widget on linux,major
276806,myIpAddress() in PAC files induces large delays loading pages,minor
277117,Table Height rendered with +1 pixel,major
277184,"Security issue: ""Dialog box  displays long url incorrectly""",critical
277352,"After sending the e-mail, the systems 'hangs' on 'copy to send folder...'",minor
277468,Crash when trying to load page,critical
2777, TEXTAREA elements do not render before forms,major
277735,Segfault when default font has wrong privileges,critical
278081,Thunderbird does not show body of signed message,major
278417,Thunderbird won't restart if calendar is left running,minor
278573,"(get_value_real)
: assertion `!does_string_contain_caps (mime_type)' failed

(Gecko:11449): libgnomevfs-CRITICAL **: file gnome-vfs-mime-info.c: line 916 (get_value_real)
: assertion `!does_string_contain_caps (mime_type)' failed

(Gecko:11449):",major
278607,visited links do not change color at all,major
27875,Missing } in JavaScript function causes crash (M13),critical
278760,Firefox Crashes with Windows Media Player 10,critical
278904,keyword: search in URL bar with spaces locks up the search results page,major
279322,page-break-before/after is ignored on first row and row-group,minor
279404,Site loads improperly in Firefox,major
279411,copyclipboard() function doesnt works,major
279437,Multipart MIME attachments and message body don't display,major
279656,Fatal conflict upon access of previously created and saved e-mail after deletion of default account.,critical
279981,"ok i know that this sounds like your ""perfict example"" of a ""bad example"" but it is just this simple... the bookmarks will not import",major
280082,Overflow on malicious imap: URL,critical
280109,Firefox crashes when loading pdf using Adobe Acrobat 6.0 pro,critical
280125,Mask in Flash actionscript crashes the browser,critical
280142,Page is too big for Firefox window,critical
280257,about:build doesn't give an error or display a different page,major
280354,images flickering,major
280520,Accessing Personal ID USB stick secured XCheck websites is not possible.,major
280573,No value for param user_verify_class error,major
280652,Memory Error While Saving Crystal Reports,critical
280721,SMTP Server unavailable or refusing connection -- Sending of message failed,major
280848,News articles deselected after download completed.,minor
280855,popup notification bar and statusbar icons no longer appear,major
280883,hangs hard when pulling down several menus - _always_ when moving from open bookmarks menu to go menu,critical
280968,sendmailnow flag is reversed,minor
281059,Crash after opening a PDF and click BACK,critical
281116,Doesn't read email or transmit email messages,major
281222,The file copy under unix can fail and produce zero sized file in some circomstances,critical
28140,Image prints dark ,major
281456,Thunderbird crashed upon closing all data and accounts gone,critical
281724,Erreur : isDocumentFrame is not defined,minor
281788,Bookmark toolbar is replaced with >> after screensaver has been on,minor
28210,A loose <PARAM> element is moving content out of a table.,minor
282150,crash when I enter http://www.blesk.cz or http://www-ext.rozhlas.cz/izurnal/portal/ with JavaScript enabled,critical
282376,"ALL ""Latest Headlines"" load, in their own tabs, when mousewheel is clicked on ""Latest Headlines"" button",minor
282640,"Firefox 1.0 Lockup during startup, attempting to connect to homepage",critical
282641,Bookmarks and folders get deleted randomly,critical
282663,aaa,minor
282937,unused variables in XFormsFunctionCall::evaluate(),minor
283111,logitech mouse's back/forward button won't work,minor
283141,Closing print-preview crashes FF 1.0 (and 0.9.3),critical
283248,http://www.circuitcity.com displays as binary garbage,major
283297,Anti-virus java applet crashes firefox,critical
283379,"Firefox ""overshares"" cookies - probably due to not starting separate processes",major
28358,Crash triggering xpi when object inserted in AddFile or AddDir version string.,major
283677,"Cannot compose, reply, forward, send message",major
283680,Firefox in-place update fails,major
283783,Find In Page Doesn't Work,major
2840,Composer adds and deletes tags,major
284033,"Selected check boxes change when browsing, then using the 'Back' Button",major
284290,cookie manager enters endless loop when expanding/collapsing a cookie,critical
284384,[security] Site starts up IE and installs spyware,major
284400,Unable to tab navigation in Page Setup dialog,critical
284626,lots of <div> in same page isn't drawn correctly,minor
284770,"if TEMP directory doesn't exist, Thunderbird has major problems",critical
284955,xulrunner 'simple' app string bundle warnings,major
284996,left and right click hold combo causes menu to stick,minor
285092,POP3 Mail truncated,critical
285244,[crash] open in tabs,critical
